'temperature points' 8 0. 25. 60. 100. 150. 200. 250. 300.
'Zn++' 6.0 2.0 65.3900
'Zr(OH)2++' 4.5 2.0 125.2387
'O2(g)' 3.0 0.0 31.9988
'O2(aq)' 3.0 0.0 31.99880
'Tracer_Age' 0.0 0. 0.
'Water_Age' 3.0 0. 0.
'Acetate-' 4.5 -1.0 59.0446
'Ethanol(aq)' 3.0 0.0 46.0690
'Citrate---' 4.5 -3.0 189.1013
'EDTA----' 4.0 -4.0 288.2134
'NTA---' 3.0 -3.0 188.117 'pcl-valocchi'
'Colloid-goe' 3.0 0.0 1.34588e9 'pcl-goethite colloid'
'Colloid-beid' 3.0 0.0 8.9246e8 'pcl-beidelite colloid'
'PCE' 0. 0. 0.
'Tracer' 0.0 0. 0.
'Tracer1' 0.0 0. 0.
'Tracer2' 0.0 0. 0.
'Tracer3' 0.0 0. 0.
'Tracer4' 0.0 0. 0.
'Tracer5' 0.0 0. 0.
'Tracer6' 0.0 0. 0.
'Tracer7' 0.0 0. 0.
'Tracer8' 0.0 0. 0.
'Tracer9' 0.0 0. 0.
'Tracer10' 0.0 0. 0.
'A(aq)' 0. 0. 0.
'B(aq)' 0. 0. 0.
'C(aq)' 0. 0. 0.
'D(aq)' 0. 0. 0.
'E(aq)' 0. 0. 0.
'A+' 0. 1. 0.
'B+' 0. 1. 0.
'C-' 0. -1. 0.
'null' 0 0 0
'HS-' 3 -2.0000 'O2(g)' 1.0000 'H+' 1.0000 'SO4--' 745.43107999 300.43894436 125.11516239 528.42818480 -16.09251722 15.79259536 -1023.82415905 0.51367329 1.39957456 -1.89415311 -7.62337499 0.00905523 -0.00376334 -0.00537846 0.04117635 -0.01503317 -0.02803982 3.5 -1.0 33.0739
'Acetic_acid(aq)' 3 -2.0000 'O2(g)' 2.0000 'H+' 2.0000 'HCO3-' 392.55206606 331.49429998 -315.42000456 -985.06953760 -27.65830025 88.16490840 -318.54074530 1.07772082 2.55501659 -3.61847967 -14.16891338 0.02516904 -0.01053713 -0.01487671 0.07336532 -0.02660286 -0.04994828 3.0 0.0 60.0526
'S2--' 3 -1.0000 'H2O' 0.5000 'O2(g)' 2.0000 'HS-' 161.93055872 55.04527589 -67.10253315 80.02132244 -2.33027796 7.29938526 -190.23371211 -0.14048224 -0.12515836 0.26119251 0.83671291 0.00351571 -0.00144357 -0.00213091 -0.00199090 0.00080179 0.00121609 4.0 -2.0 64.1320
'S2O3--' 4 -2.0000 'O2(g)' -1.0000 'H2O' 2.0000 'H+' 2.0000 'SO4--' 1768.44994112 677.64937034 114.78411049 1385.61672378 -34.68108820 28.69603824 -2412.99467412 1.10486856 2.83411948 -3.89322972 -15.53200663 0.01910610 -0.00799174 -0.01128422 0.08271503 -0.03012972 -0.05670779 4.0 -2.0 112.1302
'Glycine(aq)' 4 -1.0000 'H2O' 0.5000 'O2(g)' 1.0000 'Acetic_acid(aq)' 1.0000 'NH3(aq)' -491.51887657 -182.18215296 -45.12142156 -418.90404734 8.71491070 -4.45844494 676.63724837 -0.29126245 -0.48473973 0.74685944 2.84461620 -0.00698436 0.00295596 0.00409647 -0.01213695 0.00442714 0.00829024 3.0 0.0 75.0672
'Acetone(aq)' 2 -1.0000 'O2(g)' 1.5000 'Acetic_acid(aq)' 118.29474405 51.89837896 59.46963800 30.25750876 -2.78402161 7.39427089 -150.74811763 -0.12472211 0.04249825 0.06439676 -0.01212527 0.00445030 -0.00182772 -0.00269297 0.00351982 -0.00124473 -0.00270961 3.0 0.0 58.0800
'Ag++' 4 -0.5000 'H2O' 0.2500 'O2(g)' 1.0000 'Ag+' 1.0000 'H+' 304.05386730 97.31844471 -5.92259540 237.08525520 -3.22151946 5.65872654 -384.71199556 -0.25738749 -0.62008571 0.85816946 3.40232612 0.01122981 -0.00470730 -0.00668152 -0.01821540 0.00674671 0.01234892 4.5 2.0 107.8682
'Alanine(aq)' 4 -0.7500 'O2(g)' -0.5000 'NH3(aq)' 0.5000 'H2O' 1.5000 'Glycine(aq)' 118.06717963 53.24372443 41.00430049 37.87047922 -3.10885916 4.08135805 -154.65040271 0.05513734 0.18015959 -0.23608721 -0.97567475 0.00407481 -0.00170773 -0.00241404 0.00536626 -0.00194513 -0.00365871 3.0 0.0 89.0941
'Au+++' 4 -1.0000 'H2O' 0.5000 'O2(g)' 1.0000 'Au+' 2.0000 'H+' 341.68011253 137.90890723 -135.46010338 -43.52725059 -6.24951151 24.16398706 -357.48660838 -0.49506347 -1.19414964 1.63813351 6.54157474 0.02494285 -0.01046620 -0.01481505 -0.03517521 0.01307241 0.02388245 5.0 3.0 196.9665
'Benzene(aq)' 3 -3.0000 'H2O' -1.5000 'O2(g)' 3.0000 'Acetic_acid(aq)' -208.48644615 -67.11194408 95.80467989 -252.14232404 2.84453913 1.97893878 292.60098838 -0.77744525 -0.41432281 1.36800817 3.29019485 0.00627710 -0.00243220 -0.00400448 -0.00145730 0.00069648 0.00010896 3.0 0.0 78.1136
'Br3-' 4 -1.0000 'H2O' 0.5000 'O2(g)' 2.0000 'H+' 3.0000 'Br-' 951.73679884 475.15924280 -335.11140006 -99.46654424 -31.70244908 64.26874120 -1130.76689703 1.27860104 3.01149503 -4.29052626 -16.68608607 0.02266152 -0.00948597 -0.01337510 0.08682004 -0.03149677 -0.05891956 4.0 -1.0 239.7120
'BrO-' 2 0.5000 'O2(g)' 1.0000 'Br-' 5.39359269 2.89201194 -17.29177494 -57.89700479 -0.29298398 4.32194724 17.78535679 -0.07513123 -0.07905147 0.10876237 0.50191044 -0.00047880 0.00021397 0.00026997 -0.00156919 0.00058389 0.00139043 4.0 -1.0 95.9034
'BrO3-' 2 1.0000 'Br-' 1.5000 'O2(g)' 127.50464216 40.49956115 19.34867215 124.08972102 -1.96067728 0.04670295 -163.06958307 0.14449940 0.26811389 -0.39267189 -1.52979472 -0.00158214 0.00065406 0.00095857 0.00732628 -0.00268335 -0.00503662 3.5 -1.0 127.9022
'BrO4-' 2 1.0000 'Br-' 2.0000 'O2(g)' 215.27357527 68.01373183 52.51629254 238.56054803 -3.14436130 -2.95476339 -288.65194458 0.23399097 0.40239520 -0.59163998 -2.32546309 0.00086175 -0.00040591 -0.00044280 0.01064996 -0.00389544 -0.00745223 4.0 -1.0 143.9016
'Butanoic_acid(aq)' 2 -1.0000 'O2(g)' 2.0000 'Acetic_acid(aq)' -134.91415121 -50.53553901 110.99161938 -48.10188026 2.56548828 -7.45022241 158.38990624 -0.07759558 -0.10856884 0.14832112 0.65131024 0.00183009 -0.00076411 -0.00110336 -0.00221789 0.00086430 0.00078307 3.0 0.0 88.1063
'CN-' 4 -2.0000 'H2O' -0.5000 'O2(g)' 1.0000 'HCO3-' 1.0000 'NH3(aq)' -110.02867739 -29.02004915 35.62570413 -173.75112927 0.74407014 3.86910278 159.02462466 -0.07616993 -0.01690382 0.11413576 0.22898337 0.00260435 -0.00106220 -0.00159204 0.00066506 -0.00021151 -0.00081442 3.0 -1.0 26.0177
'CO(aq)' 4 -1.0000 'H2O' -0.5000 'O2(g)' 1.0000 'H+' 1.0000 'HCO3-' 2249.79359974 758.37192637 198.21143451 2336.59120408 -32.26600059 -0.34188388 -3128.99898215 0.78136453 1.68984732 -2.41604012 -9.46967069 0.01911810 -0.00803007 -0.01127952 0.04675564 -0.01701181 -0.03190225 3.0 0.0 28.0104
'Ce++' 4 -1.0000 'H+' -0.2500 'O2(g)' 0.5000 'H2O' 1.0000 'Ce+++' -446.16275303 -167.49559153 185.85044948 -175.34460081 7.38661968 -21.43353252 534.96078643 0.25656969 0.63411820 -0.85056679 -3.45504319 -0.01699409 0.00711865 0.01010956 0.01894041 -0.00706201 -0.01292105 4.5 2.0 140.1150
'Ce++++' 4 -0.5000 'H2O' 0.2500 'O2(g)' 1.0000 'Ce+++' 1.0000 'H+' 910.77854091 298.56588348 36.20904237 872.07434244 -11.37143523 0.37036937 -1226.12677624 -0.15143815 -0.55542251 0.70420814 2.89379683 0.02406197 -0.01012271 -0.01424896 -0.01791907 0.00673282 0.01190236 5.5 4.0 140.1150
'ClO-' 2 0.5000 'O2(g)' 1.0000 'Cl-' -6.35286888 -0.40512256 -12.08917802 -68.73452417 -0.22635322 4.43735156 32.14211921 -0.02837611 -0.02106875 0.01764442 0.14710357 -0.00093026 0.00038926 0.00055702 -0.00024406 0.00009390 0.00043522 4.0 -1.0 51.4521
'ClO2-' 2 1.0000 'Cl-' 1.0000 'O2(g)' -0.42846679 -1.63799868 15.33197329 -18.06724523 -0.15745487 0.51752192 13.99015028 0.07967924 0.13388851 -0.20562938 -0.77362955 -0.00068365 0.00027032 0.00042728 0.00348197 -0.00128840 -0.00232680 4.0 -1.0 67.4515
'ClO3-' 2 1.0000 'Cl-' 1.5000 'O2(g)' 480.88689351 134.57685877 110.80000121 676.75801619 -4.29236452 -11.44602837 -687.90986319 0.19662678 0.32577813 -0.48678323 -1.89161919 -0.00054120 0.00022803 0.00032570 0.00846158 -0.00311218 -0.00586790 3.5 -1.0 83.4509
'ClO4-' 2 1.0000 'Cl-' 2.0000 'O2(g)' 227.54279450 64.54565727 57.91100904 313.98755711 -2.58110257 -7.14976085 -318.17120918 0.39524505 0.46361619 -0.81281170 -2.87804131 -0.00185513 0.00071489 0.00119172 0.01015387 -0.00373402 -0.00723714 3.5 -1.0 99.4503
'Co+++' 4 -0.5000 'H2O' 0.2500 'O2(g)' 1.0000 'Co++' 1.0000 'H+' 516.24681892 191.89083146 -73.37972827 247.31790615 -8.51015078 20.19087082 -634.09456028 -0.25892069 -0.57127894 0.81889739 3.15218683 0.01810879 -0.00758785 -0.01076685 -0.01663349 0.00622628 0.01123692 5.0 3.0 58.9332
'Cr++' 4 -2.0000 'H2O' -1.0000 'O2(g)' 1.0000 'CrO4--' 4.0000 'H+' 4043.54580573 1319.93287581 348.44597857 4395.74482924 -52.62904617 -6.86142325 -5633.91483255 0.82393961 1.91278067 -2.74111661 -10.63452153 0.02948272 -0.01233231 -0.01746622 0.05370354 -0.01945281 -0.03590422 4.5 2.0 51.9961
'Cr+++' 4 -2.5000 'H2O' -0.7500 'O2(g)' 1.0000 'CrO4--' 5.0000 'H+' 1948.79922529 803.53220844 -358.50424729 745.91168268 -42.93128518 80.96115291 -2445.04915046 0.64383581 1.35186996 -2.01835232 -7.66454708 0.05071133 -0.02123045 -0.03008161 0.03599735 -0.01281695 -0.02400476 9.0 3.0 51.9961
'Cu+' 4 -1.0000 'H+' -0.2500 'O2(g)' 0.5000 'H2O' 1.0000 'Cu++' -107.43041362 -54.66619857 114.28820567 139.44521251 2.96176678 -16.59932251 81.87486297 0.21916114 0.55592751 -0.75945088 -3.02633207 -0.01225728 0.00512295 0.00730883 0.01651147 -0.00614203 -0.01115216 4.0 1.0 63.5460
'Dy++' 4 -1.0000 'H+' -0.2500 'O2(g)' 0.5000 'H2O' 1.0000 'Dy+++' -553.02546013 -193.87031073 123.51351578 -365.03405877 7.92902431 -15.09744632 699.05131399 0.23705167 0.60828656 -0.81351544 -3.29826449 -0.01687599 0.00709212 0.01000449 0.01827975 -0.00682648 -0.01240539 4.5 2.0 162.5000
'Er++' 4 -1.0000 'H+' -0.2500 'O2(g)' 0.5000 'H2O' 1.0000 'Er+++' -319.57677426 -131.87537475 191.63134606 -3.53831198 6.43558055 -22.31988570 354.14719986 0.24021249 0.60802869 -0.81269531 -3.30170815 -0.01850983 0.00773990 0.01102573 0.01827087 -0.00681992 -0.01243308 4.5 2.0 167.2600
'Ethanamine(aq)' 3 -1.0000 'O2(g)' 1.0000 'Acetic_acid(aq)' 1.0000 'NH3(aq)' -110.53948713 -31.54754003 65.53754869 -156.90033553 1.04119371 2.84567752 158.91558286 -0.16336755 -0.09731217 0.22893587 0.73145282 0.00216763 -0.00087092 -0.00134583 -0.00043255 0.00022724 -0.00006371 3.0 0.0 45.0843
'Ethane(aq)' 3 -1.5000 'O2(g)' 1.0000 'Acetic_acid(aq)' 1.0000 'H2O' -157.75840267 -60.79231611 149.82410168 -79.09507850 3.11275989 -7.79847791 192.25724947 -0.01995897 -0.12252467 0.10530168 0.61611064 -0.00034330 0.00012600 0.00022167 -0.00379295 0.00139732 0.00228901 3.0 0.0 30.0696
'Ethanol(aq)' 3 -1.0000 'O2(g)' 1.0000 'Acetic_acid(aq)' 1.0000 'H2O' -208.04572897 -64.45647462 74.62964931 -230.54229530 2.42292694 -0.33316904 282.84773023 -0.05629169 -0.08727182 0.11595701 0.50122010 -0.00085870 0.00037223 0.00049351 -0.00200314 0.00074839 0.00136079 3.0 0.0 46.0690
'Ethylene(aq)' 2 -1.0000 'O2(g)' 1.0000 'Acetic_acid(aq)' 118.21270083 27.46208870 231.32684143 416.54259006 -0.45934141 -26.99796449 -257.45636661 0.64856698 0.45442524 -1.13215026 -3.25307796 -0.00055067 0.00011445 0.00048236 0.00720178 -0.00243708 -0.00497418 3.0 0.0 28.0538
'Ethyne(aq)' 3 -1.0000 'H2O' -0.5000 'O2(g)' 1.0000 'Acetic_acid(aq)' 530.55806103 179.85344257 134.01070598 598.81735693 -7.61508632 -5.22902281 -759.04167744 0.22492107 0.41221420 -0.60861047 -2.35746686 0.00663277 -0.00280010 -0.00390333 0.01062279 -0.00387332 -0.00751738 3.0 0.0 26.0379
'Eu++' 4 -1.0000 'H+' -0.2500 'O2(g)' 0.5000 'H2O' 1.0000 'Eu+++' -573.32679635 -196.60445838 73.41432887 -416.95768499 7.78581938 -13.70698977 732.67129171 0.24116601 0.60130133 -0.80923345 -3.27335218 -0.01640128 0.00686413 0.00976462 0.01794346 -0.00669427 -0.01220428 4.5 2.0 151.9650
'Fe+++' 4 -0.5000 'H2O' 0.2500 'O2(g)' 1.0000 'Fe++' 1.0000 'H+' 1034.78310645 323.21339848 60.19533222 1117.42861288 -11.20244941 -0.55864920 -1415.80272700 -0.18261587 -0.52408734 0.69425694 2.80523615 0.01617671 -0.00680536 -0.00958183 -0.01614780 0.00603515 0.01085015 9.0 3.0 55.8470
'Formic_acid(aq)' 2 0.5000 'Acetic_acid(aq)' 0.5000 'O2(g)' 89.52694951 57.97411917 -108.67621417 -123.93514284 -4.35377223 14.18313168 -82.06800877 0.21489378 0.32675023 -0.52610134 -1.93705774 0.00482817 -0.00203153 -0.00285468 0.00770064 -0.00283101 -0.00529249 3.0 0.0 46.0257
'Gd++' 4 -1.0000 'H+' -0.2500 'O2(g)' 0.5000 'H2O' 1.0000 'Gd+++' -524.66976058 -183.44977669 145.55642996 -349.17551072 7.43590302 -14.73755725 663.91148382 0.23453368 0.58985652 -0.79342297 -3.20765281 -0.01581188 0.00662506 0.00940327 0.01761570 -0.00657288 -0.01196759 4.5 2.0 157.2500
'Glycolic_acid(aq)' 2 0.5000 'O2(g)' 1.0000 'Acetic_acid(aq)' 245.33206935 84.28367504 -23.79251316 227.26771584 -3.76046460 1.75034325 -329.60358761 0.07962825 0.17364344 -0.25366932 -0.97534274 0.00407180 -0.00171977 -0.00239499 0.00476892 -0.00173023 -0.00349741 3.0 0.0 76.0520
'H2(aq)' 2 -0.5000 'O2(g)' 1.0000 'H2O' 36.17067974 27.42316870 36.30605841 -28.14469939 -2.18821165 1.48747755 -50.03982223 0.21989853 0.25080612 -0.45838030 -1.58673734 0.00255292 -0.00110244 -0.00147102 0.00507731 -0.00188078 -0.00337455 3.0 0.0 2.0159
'H2AsO3-' 2 -0.5000 'O2(g)' 1.0000 'H2AsO4-' -5.02130595 0.07923811 32.57495737 -11.01358441 -0.00384848 0.87974337 3.69672538 -0.02723958 -0.02727332 0.04156302 0.17584332 -0.00003831 0.00002377 0.00001506 -0.00058080 0.00020900 0.00048957 4.0 -1.0 124.9357
'HSO5-' 3 0.5000 'O2(g)' 1.0000 'H+' 1.0000 'SO4--' 2242.42487783 713.94857569 316.01119665 2714.58127333 -28.15402658 -26.49533783 -3196.86525833 0.77459163 1.87452586 -2.57397790 -10.34389113 0.01002145 -0.00422817 -0.00586103 0.05377849 -0.01964939 -0.03688196 4.0 -1.0 113.0709
'HSe-' 3 -1.5000 'O2(g)' 1.0000 'H+' 1.0000 'SeO3--' 1175.47328491 414.55786437 159.25674338 1185.55742939 -19.03859322 3.12319632 -1652.44740889 0.70985647 1.54852947 -2.22736799 -8.65746498 0.00625472 -0.00262335 -0.00366753 0.04348048 -0.01587788 -0.02944529 4.0 -1.0 79.9679
'Hg2++' 4 -2.0000 'H+' -0.5000 'O2(g)' 1.0000 'H2O' 2.0000 'Hg++' -693.01073002 -202.71461919 -32.43989829 -758.08724202 5.76540124 0.51495989 934.46094427 0.42908746 0.89511143 -1.25639245 -5.01682845 -0.00876074 0.00362637 0.00527269 0.02591120 -0.00949212 -0.01831921 4.0 2.0 401.1800
'Ho++' 4 -1.0000 'H+' -0.2500 'O2(g)' 0.5000 'H2O' 1.0000 'Ho+++' -245.96362002 -111.15971628 201.74995783 98.56066009 5.83329569 -23.68915354 248.57574744 0.23919769 0.60961132 -0.81540774 -3.30833273 -0.01646191 0.00691559 0.00976830 0.01828343 -0.00682283 -0.01243179 4.5 2.0 164.9303
'I3-' 4 -1.0000 'H2O' 0.5000 'O2(g)' 2.0000 'H+' 3.0000 'I-' 1030.42668210 508.02333653 -403.86207133 -147.60636873 -33.41421732 74.31081445 -1201.39676984 1.11109850 2.85678507 -4.02048670 -15.67347910 0.02520248 -0.01049856 -0.01495699 0.08387875 -0.03040090 -0.05682665 4.0 -1.0 380.7134
'IO-' 2 0.5000 'O2(g)' 1.0000 'I-' 133.82184588 47.04427958 -52.72732399 5.38472245 -2.05184560 10.53419901 -135.06771270 -0.20910598 -0.26024750 0.37885139 1.58904708 0.00156914 -0.00060669 -0.00099532 -0.00601713 0.00222824 0.00460079 4.0 -1.0 142.9039
'IO3-' 2 1.0000 'I-' 1.5000 'O2(g)' -25.11132890 -6.56285491 -60.27711354 -110.57043838 -0.23741174 4.77751592 71.44489464 -0.01057625 0.04814526 -0.05645927 -0.21563642 -0.00072076 0.00030119 0.00043517 0.00185814 -0.00068398 -0.00116167 4.0 -1.0 174.9027
'IO4-' 2 1.0000 'I-' 2.0000 'O2(g)' 118.89038230 49.53777266 -42.56687394 17.46831486 -3.27889033 4.94372804 -130.20943817 0.20892913 0.40391445 -0.58112642 -2.29583999 0.00203640 -0.00089009 -0.00114710 0.01099003 -0.00400953 -0.00768071 3.5 -1.0 190.9021
'La++' 4 -1.0000 'H+' -0.2500 'O2(g)' 0.5000 'H2O' 1.0000 'La+++' -1122.94749079 -337.73785919 -11.75594688 -1302.74207173 10.85795077 4.84500388 1549.58500311 0.23007998 0.57098577 -0.77169400 -3.11486806 -0.01336829 0.00558764 0.00797093 0.01696950 -0.00631396 -0.01154559 4.5 2.0 138.9055
'Lactic_acid(aq)' 1 1.5000 'Acetic_acid(aq)' 59.27103216 17.94488168 21.47266558 80.48298675 -0.67327171 -2.11751134 -84.70811933 -0.03754679 0.01382684 0.00774730 -0.00983765 0.00378924 -0.00157067 -0.00227887 0.00130567 -0.00043262 -0.00137833 3.0 0.0 90.0788
'Malonic_acid(aq)' 3 -1.0000 'H2O' 1.0000 'O2(g)' 1.5000 'Acetic_acid(aq)' -45.85109396 -12.74351163 -89.45173335 -70.74043056 0.21348991 1.00478716 74.04440166 -0.00271402 0.02693245 -0.01203734 -0.11402624 0.00307431 -0.00130039 -0.00181888 0.00092082 -0.00032979 -0.00115613 3.0 0.0 104.0624
'Methane(aq)' 3 -0.2500 'O2(g)' 0.5000 'Ethane(aq)' 0.5000 'H2O' 225.74975772 94.79711511 33.62599636 207.50613128 -5.32221730 -1.80637346 -329.10149985 0.61180692 0.62259844 -1.23765189 -4.02973111 0.00151330 -0.00066547 -0.00084205 0.01489100 -0.00505193 -0.01023080 3.0 0.0 16.0428
'Mn+++' 4 -0.5000 'H2O' 0.2500 'O2(g)' 1.0000 'H+' 1.0000 'Mn++' 276.34531314 131.15034912 -151.51024327 -149.06059979 -7.29327156 28.73819171 -273.48003976 -0.20443847 -0.57270275 0.74755058 3.06765613 0.01956216 -0.00818528 -0.01164888 -0.01763981 0.00660720 0.01194310 5.0 3.0 54.9380
'MnO4--' 4 -4.0000 'H+' 1.0000 'Mn++' 1.0000 'O2(g)' 2.0000 'H2O' -774.28831053 -424.09328039 417.59609488 411.49932411 28.89570957 -73.60171141 862.92806114 -0.83637721 -1.91774172 2.75138232 10.67826343 -0.03025006 0.01265293 0.01792588 -0.05363317 0.01943064 0.03590652 4.0 -2.0 118.9356
'N2(aq)' 3 -3.0000 'H2O' 1.5000 'O2(g)' 2.0000 'NH3(aq)' 486.07447335 156.27508133 -76.76914567 545.04363437 -6.63602043 -8.20686987 -674.19263229 0.24038055 0.44341002 -0.61190727 -2.50891541 0.00847462 -0.00360320 -0.00495133 0.01174604 -0.00423822 -0.00837455 3.0 0.0 28.0135
'NO2-' 4 -1.0000 'H+' -1.0000 'H2O' 1.0000 'NH3(aq)' 1.5000 'O2(g)' -468.66968467 -230.85467758 90.25357496 0.11554189 14.65126462 -31.05073873 578.17122121 -0.47840281 -1.13878527 1.64776988 6.32611004 -0.01050228 0.00438552 0.00621728 -0.03270477 0.01186426 0.02196213 3.0 -1.0 46.0055
'NO3-' 4 -1.0000 'H+' -1.0000 'H2O' 1.0000 'NH3(aq)' 2.0000 'O2(g)' -971.46520443 -371.63333578 -18.97755332 -697.31322900 18.43695406 -22.94845003 1303.65747376 -0.31686839 -1.01124578 1.36390755 5.44956807 -0.01169524 0.00484900 0.00697813 -0.03063513 0.01110800 0.02052831 3.0 -1.0 62.0049
'Nd++' 4 -1.0000 'H+' -0.2500 'O2(g)' 0.5000 'H2O' 1.0000 'Nd+++' -320.27100803 -123.74563686 156.72889324 -81.67598817 5.58729285 -17.88915096 371.63402552 0.18572673 0.57067875 -0.71779909 -3.03868119 -0.01366692 0.00572472 0.00813292 0.01775218 -0.00660757 -0.01206804 4.5 2.0 144.2400
'O2(aq)*' 1 1.0000 'O2(g)' 472.18878919 167.46639765 15.72665472 433.29884737 -7.92494121 -0.53577113 -644.24464998 0.34762828 0.51182096 -0.80284112 -3.05133675 0.00665855 -0.00283141 -0.00388843 0.01186460 -0.00436769 -0.00806410 3.0 0.0 31.9988
'Oxalic_acid(aq)' 3 -1.0000 'H2O' 1.0000 'Acetic_acid(aq)' 1.5000 'O2(g)' 110.38399631 49.69851412 -152.61314052 -9.05117103 -3.16380695 7.90457996 -117.77115828 0.11702477 0.21991177 -0.30806905 -1.24684754 0.00518508 -0.00218188 -0.00306181 0.00564243 -0.00206138 -0.00415410 3.0 0.0 90.0355
'Pentanoic_acid(aq)' 2 -1.5000 'O2(g)' 2.5000 'Acetic_acid(aq)' -500.86808563 -167.62869128 125.29167740 -445.52179784 7.09553437 -7.98356402 662.81465496 -0.17864662 -0.26063692 0.38228679 1.55340765 0.00122015 -0.00051922 -0.00073326 -0.00575176 0.00217998 0.00296117 3.0 0.0 102.1332
'Phenol(aq)' 2 0.5000 'O2(g)' 1.0000 'Benzene(aq)' 250.71912514 64.60879245 48.21775246 445.72588023 -1.57403441 -12.42404500 -385.23999959 0.54061962 0.26994063 -1.01584390 -2.17157800 -0.00213193 0.00073422 0.00147740 0.00040797 -0.00024564 -0.00026503 3.0 0.0 94.1130
'Pm++' 4 -1.0000 'H+' -0.2500 'O2(g)' 0.5000 'H2O' 1.0000 'Pm+++' -245.33752436 -110.34275247 202.89961594 96.58839188 5.73082904 -24.63154420 247.62192187 0.24673937 0.61375916 -0.82493116 -3.34197478 -0.01585942 0.00664353 0.00943802 0.01835582 -0.00684305 -0.01250333 4.5 2.0 147.0000
'Pr++' 4 -1.0000 'H+' -0.2500 'O2(g)' 0.5000 'H2O' 1.0000 'Pr+++' -556.54551934 -194.78431916 132.40290910 -375.36689946 7.91418036 -15.12398612 705.81733883 0.19144517 0.60438716 -0.75859199 -3.20633544 -0.01647654 0.00693746 0.00975357 0.01895925 -0.00706655 -0.01285245 4.5 2.0 140.9076
